Chr	gene	all	syn	lof	lof_SNV	mis	Mis_MetaSVM	Mis_CADD15	Mis_CADD20	Mis_CADD30	Mis_MetaSVM_or_CADD15	Mis_MetaSVM_or_CADD20	SpliceSite	StopGain	StopLoss	Mis_mpc2	Mis_mpc2_and_MetaSVM	Mis_mpc2_or_MetaSVM
6	OR2B3	9.74E-06	2.43E-06	5.81E-07	2.68E-07	6.73E-06	5.14E-08	5.24E-06	3.92E-06	0	5.24E-06	3.92E-06	0	2.50E-07	1.82E-08	0	0	5.14E-08
6	OR2B6	1.10E-05	2.72E-06	1.10E-06	5.00E-07	7.14E-06	6.95E-08	4.74E-06	3.07E-06	0	4.74E-06	3.07E-06	0	4.82E-07	1.81E-08	0	0	6.95E-08
6	OR2H1	1.12E-05	3.09E-06	1.13E-06	5.11E-07	6.98E-06	2.82E-08	4.06E-06	2.34E-06	0	4.06E-06	2.34E-06	0	4.98E-07	1.21E-08	0	0	2.82E-08
6	OR2H2	1.13E-05	3.23E-06	7.31E-07	3.34E-07	7.39E-06	7.26E-08	5.08E-06	3.64E-06	0	5.08E-06	3.64E-06	0	3.17E-07	1.67E-08	0	0	7.26E-08
6	OR2J1	1.11E-05	2.78E-06	7.74E-07	3.55E-07	7.53E-06	0	4.26E-06	2.73E-06	0	4.26E-06	2.73E-06	0	3.35E-07	2.03E-08	0	0	0
6	OR2J2	1.14E-05	3.02E-06	6.07E-07	2.81E-07	7.78E-06	1.34E-07	4.37E-06	2.59E-06	0	4.37E-06	2.59E-06	0	2.61E-07	2.03E-08	0	0	1.34E-07
6	OR2J3	1.10E-05	2.83E-06	9.55E-07	4.38E-07	7.26E-06	1.91E-07	4.14E-06	2.48E-06	0	4.15E-06	2.49E-06	0	4.14E-07	2.32E-08	0	0	1.91E-07
6	OR2W1	1.06E-05	2.76E-06	7.25E-07	3.36E-07	7.15E-06	1.73E-07	5.35E-06	4.27E-06	1.10E-09	5.35E-06	4.27E-06	0	3.11E-07	2.54E-08	0	0	1.73E-07
6	OR5V1	1.05E-05	2.74E-06	8.55E-07	3.89E-07	6.94E-06	1.65E-07	4.14E-06	2.95E-06	0	4.14E-06	2.95E-06	0	3.73E-07	1.54E-08	0	0	1.65E-07
6	ORC3	2.61E-05	6.67E-06	3.53E-06	2.01E-06	1.59E-05	5.47E-08	1.43E-05	1.17E-05	1.23E-06	1.43E-05	1.17E-05	7.84E-07	1.21E-06	1.95E-08	0	0	5.47E-08
6	OSTM1	1.65E-05	4.84E-06	1.54E-06	8.66E-07	1.01E-05	3.90E-07	8.39E-06	6.84E-06	1.27E-06	8.39E-06	6.84E-06	3.11E-07	5.38E-07	1.69E-08	0	0	3.90E-07
6	PACRG	1.36E-05	3.84E-06	1.68E-06	9.42E-07	8.07E-06	1.35E-06	6.76E-06	6.13E-06	8.29E-07	6.76E-06	6.13E-06	3.34E-07	5.94E-07	1.34E-08	0	0	1.35E-06
6	PACSIN1	2.44E-05	7.20E-06	1.86E-06	1.04E-06	1.53E-05	5.44E-07	1.48E-05	1.35E-05	2.50E-06	1.48E-05	1.35E-05	3.62E-07	6.56E-07	1.95E-08	4.99E-06	4.89E-07	5.05E-06
6	PAK1IP1	1.47E-05	4.05E-06	1.28E-06	7.81E-07	9.34E-06	5.25E-07	6.87E-06	5.76E-06	6.00E-07	6.87E-06	5.76E-06	3.65E-07	3.98E-07	1.74E-08	0	0	5.25E-07
6	PAQR8	1.73E-05	5.03E-06	1.08E-06	4.99E-07	1.12E-05	6.23E-07	1.04E-05	8.73E-06	2.18E-07	1.04E-05	8.73E-06	1.83E-08	4.64E-07	1.68E-08	0	0	6.23E-07
6	PBOV1	4.15E-06	1.01E-06	4.99E-07	2.32E-07	2.64E-06	0	4.58E-07	6.40E-08	0	4.58E-07	6.40E-08	0	2.14E-07	1.83E-08	0	0	0
6	PBX2	2.32E-05	6.47E-06	2.13E-06	1.14E-06	1.46E-05	3.53E-06	1.45E-05	1.36E-05	1.23E-06	1.45E-05	1.36E-05	3.29E-07	7.94E-07	2.03E-08	1.07E-06	3.48E-07	4.25E-06
6	PCMT1	1.49E-05	4.68E-06	1.15E-06	6.92E-07	9.03E-06	1.22E-06	8.79E-06	8.40E-06	1.30E-06	8.79E-06	8.40E-06	2.93E-07	3.64E-07	3.45E-08	1.61E-06	8.09E-07	2.02E-06
6	PDCD2	1.70E-05	5.24E-06	1.47E-06	7.92E-07	1.03E-05	8.92E-07	8.19E-06	6.34E-06	2.89E-07	8.19E-06	6.35E-06	2.05E-07	5.43E-07	4.37E-08	1.69E-06	0	2.58E-06
6	PDE10A	3.34E-05	8.37E-06	3.39E-06	2.02E-06	2.16E-05	5.27E-06	2.01E-05	1.84E-05	2.67E-06	2.01E-05	1.84E-05	8.98E-07	1.10E-06	1.55E-08	4.94E-06	2.28E-06	7.93E-06
6	PDE7B	1.98E-05	5.19E-06	2.42E-06	1.42E-06	1.22E-05	3.43E-06	1.10E-05	1.01E-05	1.35E-06	1.11E-05	1.01E-05	6.10E-07	7.96E-07	1.80E-08	0	0	3.43E-06
6	PDSS2	1.69E-05	4.53E-06	1.43E-06	8.15E-07	1.09E-05	1.19E-06	9.76E-06	8.20E-06	1.62E-06	9.76E-06	8.20E-06	2.94E-07	4.95E-07	2.58E-08	9.58E-07	1.46E-07	2.00E-06
6	PERP	1.10E-05	3.73E-06	7.09E-07	3.69E-07	6.57E-06	2.28E-06	5.87E-06	5.02E-06	4.49E-07	5.87E-06	5.03E-06	8.42E-08	2.72E-07	1.32E-08	0	0	2.28E-06
6	PEX3	1.37E-05	3.12E-06	2.36E-06	1.32E-06	8.18E-06	2.01E-07	7.90E-06	7.05E-06	9.16E-07	7.90E-06	7.05E-06	4.56E-07	8.34E-07	2.64E-08	0	0	2.01E-07
6	PEX6	5.00E-05	1.45E-05	2.78E-06	1.61E-06	3.27E-05	1.83E-05	2.95E-05	2.55E-05	2.87E-06	2.95E-05	2.58E-05	6.67E-07	9.29E-07	1.80E-08	6.17E-06	4.42E-06	2.00E-05
6	PEX7	1.55E-05	4.76E-06	1.56E-06	9.09E-07	9.17E-06	4.20E-06	8.59E-06	7.68E-06	1.63E-06	8.59E-06	7.72E-06	3.71E-07	5.22E-07	1.55E-08	0	0	4.20E-06
6	PFDN6	6.01E-06	1.63E-06	7.90E-07	4.52E-07	3.59E-06	2.72E-08	3.41E-06	3.13E-06	4.39E-07	3.41E-06	3.13E-06	1.62E-07	2.70E-07	1.94E-08	3.97E-07	1.53E-08	4.09E-07
6	PGBD1	2.82E-05	6.87E-06	2.99E-06	1.47E-06	1.84E-05	6.35E-09	1.22E-05	8.93E-06	2.69E-08	1.22E-05	8.93E-06	2.41E-07	1.21E-06	1.75E-08	0	0	6.35E-09
6	PGC	2.19E-05	6.94E-06	1.62E-06	9.50E-07	1.33E-05	2.08E-06	6.30E-06	4.74E-06	1.82E-08	6.31E-06	4.77E-06	3.81E-07	5.33E-07	3.61E-08	0	0	2.08E-06
6	PGK2	1.46E-05	3.94E-06	9.79E-07	4.46E-07	9.64E-06	7.12E-06	8.54E-06	7.20E-06	3.81E-09	8.59E-06	7.60E-06	0	4.26E-07	1.98E-08	0	0	7.12E-06
6	PGM3	2.17E-05	5.38E-06	2.90E-06	1.62E-06	1.34E-05	3.08E-06	1.06E-05	8.95E-06	7.82E-07	1.06E-05	8.96E-06	5.29E-07	1.03E-06	5.91E-08	0	0	3.08E-06
6	PHACTR1	3.64E-05	1.07E-05	3.08E-06	1.79E-06	2.26E-05	6.50E-07	2.24E-05	2.08E-05	3.20E-06	2.24E-05	2.08E-05	7.38E-07	1.04E-06	1.28E-08	1.71E-06	0	2.36E-06
6	PHACTR2	2.85E-05	7.64E-06	3.83E-06	2.07E-06	1.70E-05	7.28E-07	1.43E-05	1.21E-05	2.06E-06	1.43E-05	1.21E-05	6.36E-07	1.41E-06	1.90E-08	2.08E-06	4.56E-07	2.35E-06
6	PHF1	2.53E-05	4.40E-06	2.96E-06	1.65E-06	1.80E-05	1.42E-06	1.67E-05	1.48E-05	1.24E-06	1.67E-05	1.48E-05	5.64E-07	1.05E-06	4.25E-08	3.51E-06	6.40E-07	4.29E-06
6	PHF10	2.13E-05	5.19E-06	2.99E-06	1.65E-06	1.31E-05	3.59E-06	1.23E-05	1.08E-05	1.54E-06	1.23E-05	1.08E-05	5.66E-07	1.07E-06	1.84E-08	0	0	3.59E-06
6	PHF3	6.97E-05	1.66E-05	7.69E-06	3.76E-06	4.54E-05	1.36E-06	3.47E-05	2.85E-05	1.79E-06	3.47E-05	2.85E-05	5.72E-07	3.15E-06	3.68E-08	0	0	1.36E-06
6	PHIP	7.21E-05	1.63E-05	1.05E-05	5.56E-06	4.53E-05	1.32E-06	4.37E-05	3.95E-05	3.91E-06	4.37E-05	3.95E-05	1.60E-06	3.95E-06	1.42E-08	1.31E-05	8.52E-07	1.36E-05
6	PI16	2.36E-05	7.52E-06	1.25E-06	7.64E-07	1.48E-05	3.70E-07	9.46E-06	7.02E-06	1.04E-07	9.46E-06	7.02E-06	3.62E-07	3.85E-07	1.67E-08	0	0	3.70E-07
6	PIM1	2.79E-05	9.41E-06	1.46E-06	7.78E-07	1.70E-05	1.03E-06	1.41E-05	1.11E-05	1.92E-06	1.41E-05	1.11E-05	2.11E-07	5.43E-07	2.37E-08	2.37E-06	5.23E-07	2.88E-06
6	PKHD1	0.000158131	4.21E-05	1.56E-05	8.53E-06	0.000100487	2.76E-05	6.37E-05	4.83E-05	2.29E-06	6.38E-05	4.89E-05	2.85E-06	5.63E-06	4.63E-08	0	0	2.76E-05
6	PKIB	3.65E-06	1.02E-06	3.09E-07	2.06E-07	2.32E-06	0	1.57E-06	1.32E-06	2.77E-07	1.57E-06	1.32E-06	1.00E-07	8.24E-08	2.30E-08	0	0	0
6	PLA2G7	1.48E-05	3.40E-06	1.73E-06	1.02E-06	9.63E-06	8.50E-07	6.52E-06	5.30E-06	5.34E-07	6.52E-06	5.30E-06	4.28E-07	5.70E-07	1.74E-08	0	0	8.50E-07
6	PLAGL1	1.83E-05	5.61E-06	1.05E-06	4.98E-07	1.16E-05	4.95E-07	8.42E-06	6.52E-06	4.44E-07	8.43E-06	6.53E-06	4.16E-08	4.38E-07	1.83E-08	0	0	4.95E-07
6	PLEKHG1	6.40E-05	1.81E-05	5.05E-06	2.76E-06	4.08E-05	6.75E-06	2.63E-05	2.14E-05	1.91E-06	2.63E-05	2.14E-05	9.02E-07	1.83E-06	3.12E-08	0	0	6.75E-06
6	PLG	3.44E-05	9.17E-06	3.62E-06	2.09E-06	2.16E-05	7.87E-06	1.56E-05	1.25E-05	3.04E-07	1.56E-05	1.26E-05	8.32E-07	1.23E-06	2.55E-08	8.96E-07	4.73E-07	8.29E-06
6	PLN	2.10E-06	4.23E-07	1.73E-07	9.66E-08	1.51E-06	1.22E-06	1.46E-06	1.38E-06	0	1.46E-06	1.39E-06	1.85E-08	6.15E-08	1.65E-08	0	0	1.22E-06
6	PM20D2	2.41E-05	7.89E-06	1.28E-06	7.15E-07	1.49E-05	2.37E-06	1.22E-05	9.57E-06	5.54E-07	1.22E-05	9.57E-06	2.43E-07	4.54E-07	1.83E-08	2.19E-06	1.21E-06	3.35E-06
6	PNISR	3.42E-05	6.67E-06	5.15E-06	2.60E-06	2.24E-05	0	2.17E-05	1.93E-05	2.24E-06	2.17E-05	1.93E-05	4.76E-07	2.03E-06	9.33E-08	0	0	0
6	PNLDC1	2.68E-05	7.93E-06	3.16E-06	1.89E-06	1.57E-05	1.80E-07	1.20E-05	9.22E-06	6.50E-07	1.20E-05	9.22E-06	8.60E-07	1.01E-06	1.68E-08	0	0	1.80E-07
6	PNPLA1	2.66E-05	8.02E-06	2.13E-06	1.18E-06	1.64E-05	2.86E-06	1.05E-05	8.70E-06	8.81E-08	1.05E-05	8.70E-06	3.97E-07	7.61E-07	1.76E-08	0	0	2.86E-06
6	PNRC1	1.97E-05	6.32E-06	9.88E-07	4.73E-07	1.24E-05	2.37E-07	8.44E-06	5.75E-06	1.84E-07	8.44E-06	5.75E-06	4.18E-08	4.12E-07	1.91E-08	5.99E-08	1.55E-08	2.81E-07
6	POLH	2.76E-05	6.27E-06	2.99E-06	1.57E-06	1.84E-05	3.57E-06	1.42E-05	1.16E-05	2.03E-06	1.42E-05	1.16E-05	3.84E-07	1.14E-06	4.39E-08	0	0	3.57E-06
6	POLR1C	1.85E-05	4.50E-06	1.92E-06	1.07E-06	1.20E-05	5.32E-06	1.09E-05	9.87E-06	1.16E-06	1.09E-05	9.88E-06	3.55E-07	6.82E-07	3.00E-08	0	0	5.32E-06
6	POM121L2	3.74E-05	1.04E-05	2.14E-06	9.61E-07	2.49E-05	0	8.40E-06	3.93E-06	0	8.40E-06	3.93E-06	0	9.42E-07	1.91E-08	0	0	0
6	POPDC3	1.09E-05	2.48E-06	1.45E-06	7.14E-07	6.95E-06	1.97E-08	6.51E-06	5.04E-06	4.71E-07	6.51E-06	5.04E-06	1.00E-07	5.88E-07	2.60E-08	0	0	1.97E-08
6	POU3F2	3.56E-05	1.40E-05	1.30E-06	5.89E-07	2.03E-05	6.23E-06	1.99E-05	1.51E-05	2.46E-06	1.99E-05	1.51E-05	0	5.72E-07	1.75E-08	0	0	6.23E-06
6	POU5F1	1.99E-05	5.84E-06	2.27E-06	1.10E-06	1.18E-05	3.80E-06	9.50E-06	7.57E-06	7.54E-07	9.51E-06	7.60E-06	1.46E-07	9.36E-07	1.69E-08	3.06E-06	2.07E-06	4.80E-06
6	PPARD	2.45E-05	7.06E-06	1.55E-06	8.67E-07	1.59E-05	1.10E-05	1.54E-05	1.42E-05	2.06E-06	1.54E-05	1.44E-05	2.90E-07	5.46E-07	3.07E-08	3.24E-06	3.07E-06	1.11E-05
6	PPIL1	8.19E-06	2.17E-06	9.86E-07	5.20E-07	5.04E-06	3.27E-07	4.98E-06	4.74E-06	5.43E-07	5.00E-06	4.75E-06	1.27E-07	3.73E-07	2.05E-08	0	0	3.27E-07
6	PPIL4	1.96E-05	4.67E-06	3.02E-06	1.63E-06	1.19E-05	1.38E-06	1.16E-05	1.05E-05	1.42E-06	1.16E-05	1.05E-05	5.00E-07	1.11E-06	2.32E-08	0	0	1.38E-06
6	PPIL6	1.47E-05	4.26E-06	1.58E-06	9.08E-07	8.86E-06	6.16E-07	5.96E-06	4.67E-06	3.71E-07	5.96E-06	4.67E-06	3.30E-07	5.39E-07	3.92E-08	0	0	6.16E-07
6	PPP1R10	4.52E-05	1.09E-05	5.47E-06	2.91E-06	2.88E-05	3.27E-07	2.74E-05	2.42E-05	1.68E-06	2.74E-05	2.42E-05	8.41E-07	2.05E-06	1.81E-08	3.51E-06	1.66E-07	3.67E-06
6	PPP1R11	7.61E-06	1.84E-06	4.15E-07	3.00E-07	5.36E-06	1.94E-07	5.15E-06	4.70E-06	1.37E-07	5.15E-06	4.70E-06	1.95E-07	9.22E-08	1.27E-08	1.91E-06	1.83E-07	1.92E-06
6	PPP1R14C	1.11E-05	3.45E-06	7.87E-07	4.33E-07	6.83E-06	9.16E-08	5.54E-06	4.44E-06	3.72E-07	5.54E-06	4.44E-06	1.24E-07	2.83E-07	2.66E-08	1.25E-07	4.17E-08	1.75E-07
6	PPP1R18	2.96E-05	7.68E-06	2.99E-06	1.40E-06	1.89E-05	1.31E-07	1.58E-05	1.27E-05	1.46E-06	1.58E-05	1.27E-05	1.04E-07	1.27E-06	1.98E-08	0	0	1.31E-07
6	PPP1R3G	3.23E-05	1.18E-05	1.24E-06	5.58E-07	1.93E-05	7.17E-07	1.17E-05	7.86E-06	2.76E-07	1.17E-05	7.86E-06	0	5.42E-07	1.67E-08	0	0	7.17E-07
6	PPP2R5D	2.77E-05	7.07E-06	2.87E-06	1.65E-06	1.78E-05	4.59E-06	1.75E-05	1.63E-05	2.81E-06	1.75E-05	1.63E-05	6.49E-07	9.79E-07	1.95E-08	8.82E-06	4.32E-06	9.10E-06
6	PPT2	1.61E-05	4.66E-06	1.47E-06	8.73E-07	1.00E-05	6.09E-06	9.54E-06	8.22E-06	1.16E-06	9.54E-06	8.27E-06	3.82E-07	4.74E-07	1.69E-08	1.65E-06	1.45E-06	6.29E-06
6	PRDM1	4.01E-05	1.25E-05	2.28E-06	1.17E-06	2.53E-05	2.66E-06	2.11E-05	1.74E-05	1.61E-06	2.11E-05	1.75E-05	2.71E-07	8.85E-07	1.19E-08	0	0	2.66E-06
6	PRDM13	5.81E-05	2.11E-05	2.57E-06	1.22E-06	3.45E-05	1.08E-06	2.97E-05	2.34E-05	5.93E-06	2.97E-05	2.34E-05	1.25E-07	1.08E-06	1.43E-08	0	0	1.08E-06
6	PREP	3.18E-05	9.32E-06	3.18E-06	1.81E-06	1.93E-05	3.09E-06	1.88E-05	1.75E-05	1.75E-06	1.88E-05	1.75E-05	6.96E-07	1.10E-06	1.84E-08	0	0	3.09E-06
6	PRICKLE4	1.99E-05	5.46E-06	1.95E-06	1.00E-06	1.25E-05	3.84E-06	7.92E-06	6.10E-06	6.75E-07	7.92E-06	6.12E-06	2.28E-07	7.58E-07	1.89E-08	0	0	3.84E-06
6	PRIM2	6.20E-06	1.10E-06	1.54E-06	1.05E-06	3.56E-06	0	3.03E-06	2.57E-06	5.00E-07	3.03E-06	2.57E-06	6.40E-07	3.91E-07	1.99E-08	0	0	0
6	PRKN	2.25E-05	6.45E-06	1.85E-06	1.09E-06	1.42E-05	8.01E-06	1.15E-05	9.74E-06	5.14E-07	1.16E-05	1.01E-05	4.63E-07	6.09E-07	1.90E-08	0	0	8.01E-06
6	PRL	1.17E-05	3.06E-06	1.51E-06	8.40E-07	7.10E-06	3.81E-06	4.78E-06	3.30E-06	9.53E-09	4.95E-06	3.99E-06	2.91E-07	5.37E-07	1.22E-08	0	0	3.81E-06
6	PRPF4B	4.22E-05	9.09E-06	6.63E-06	3.33E-06	2.65E-05	1.22E-06	2.57E-05	2.41E-05	3.36E-06	2.57E-05	2.41E-05	6.74E-07	2.64E-06	1.21E-08	1.33E-06	2.43E-07	2.30E-06
6	PRPH2	1.79E-05	5.57E-06	1.35E-06	6.57E-07	1.10E-05	3.52E-06	9.99E-06	8.63E-06	5.15E-07	1.00E-05	8.67E-06	8.20E-08	5.58E-07	1.68E-08	0	0	3.52E-06
6	PRR18	2.85E-05	1.05E-05	5.06E-07	2.35E-07	1.76E-05	0	1.07E-05	6.85E-06	1.72E-07	1.07E-05	6.85E-06	0	2.17E-07	1.76E-08	3.42E-06	0	3.42E-06
6	PRR3	9.15E-06	2.29E-06	1.31E-06	6.64E-07	5.55E-06	1.08E-07	4.97E-06	4.20E-06	1.71E-07	4.97E-06	4.21E-06	1.27E-07	5.20E-07	1.77E-08	0	0	1.08E-07
6	PRRC2A	0.000110073	2.61E-05	1.30E-05	6.52E-06	7.10E-05	0	6.57E-05	5.82E-05	6.45E-06	6.57E-05	5.82E-05	1.36E-06	5.15E-06	1.67E-08	0	0	0
6	PRRT1	2.27E-05	8.31E-06	7.04E-07	3.90E-07	1.36E-05	6.29E-06	1.34E-05	1.17E-05	1.52E-06	1.34E-05	1.17E-05	1.26E-07	2.51E-07	1.26E-08	0	0	6.29E-06
6	PRSS16	2.91E-05	8.50E-06	2.79E-06	1.63E-06	1.78E-05	7.93E-07	1.45E-05	1.15E-05	8.86E-07	1.45E-05	1.15E-05	6.84E-07	9.27E-07	1.67E-08	1.82E-06	3.43E-07	2.27E-06
6	PRSS35	1.88E-05	5.23E-06	1.57E-06	7.12E-07	1.20E-05	1.07E-06	8.47E-06	6.90E-06	3.10E-07	8.47E-06	6.93E-06	1.68E-08	6.82E-07	1.33E-08	0	0	1.07E-06
6	PSMB1	1.10E-05	3.19E-06	9.62E-07	5.53E-07	6.89E-06	4.07E-07	6.33E-06	5.62E-06	8.77E-07	6.35E-06	5.64E-06	2.06E-07	3.27E-07	2.02E-08	0	0	4.07E-07
6	PSMB8	1.73E-05	4.60E-06	1.50E-06	8.07E-07	1.12E-05	1.04E-06	7.80E-06	6.84E-06	9.41E-07	7.80E-06	6.84E-06	2.29E-07	5.58E-07	1.86E-08	5.92E-08	2.24E-09	1.10E-06
6	PSMB9	1.23E-05	3.41E-06	1.42E-06	7.58E-07	7.42E-06	4.12E-07	6.81E-06	5.95E-06	6.05E-07	6.81E-06	5.95E-06	2.10E-07	5.30E-07	1.75E-08	0	0	4.12E-07
6	PSMG4	1.04E-05	3.47E-06	6.29E-07	4.21E-07	6.31E-06	3.38E-08	4.46E-06	4.02E-06	4.64E-07	4.46E-06	4.02E-06	2.12E-07	1.67E-07	4.12E-08	0	0	3.38E-08
6	PSORS1C1	6.11E-06	1.74E-06	6.57E-07	3.79E-07	3.71E-06	0	1.02E-06	3.02E-07	0	1.02E-06	3.02E-07	1.45E-07	2.22E-07	1.23E-08	0	0	0
6	PSORS1C2	6.78E-06	1.81E-06	7.56E-07	3.70E-07	4.22E-06	0	3.29E-06	2.70E-06	1.04E-08	3.29E-06	2.70E-06	4.26E-08	3.09E-07	1.83E-08	0	0	0
6	PTCHD4	3.63E-05	1.04E-05	2.77E-06	1.31E-06	2.31E-05	1.08E-05	2.26E-05	2.01E-05	7.02E-07	2.26E-05	2.01E-05	9.87E-08	1.17E-06	4.27E-08	0	0	1.08E-05
6	PTCRA	1.48E-05	4.30E-06	1.35E-06	7.05E-07	9.17E-06	5.13E-08	3.30E-06	2.48E-06	7.18E-08	3.30E-06	2.48E-06	1.69E-07	5.20E-07	1.68E-08	0	0	5.13E-08
6	PTK7	5.68E-05	1.59E-05	3.82E-06	2.16E-06	3.71E-05	9.58E-06	3.28E-05	2.81E-05	3.99E-06	3.28E-05	2.82E-05	8.21E-07	1.32E-06	1.77E-08	5.19E-06	1.76E-06	1.30E-05
6	PTP4A1	7.43E-06	1.60E-06	7.47E-07	4.55E-07	5.09E-06	3.75E-06	5.07E-06	4.91E-06	2.53E-07	5.07E-06	4.92E-06	2.03E-07	2.34E-07	1.86E-08	5.45E-07	5.44E-07	3.75E-06
6	PTPRK	6.29E-05	1.55E-05	7.72E-06	4.30E-06	3.97E-05	5.90E-06	3.89E-05	3.54E-05	5.57E-06	3.89E-05	3.54E-05	1.53E-06	2.73E-06	3.88E-08	0	0	5.90E-06
6	PXDC1	1.48E-05	4.70E-06	7.25E-07	4.23E-07	9.36E-06	1.68E-07	9.03E-06	8.39E-06	1.06E-06	9.03E-06	8.39E-06	1.64E-07	2.42E-07	1.67E-08	0	0	1.68E-07
6	PXT1	4.25E-06	9.66E-07	6.05E-07	3.44E-07	2.68E-06	0	1.57E-06	1.03E-06	2.06E-08	1.57E-06	1.03E-06	1.22E-07	2.08E-07	1.36E-08	0	0	0
6	QKI	1.64E-05	4.57E-06	1.72E-06	1.02E-06	1.02E-05	2.48E-07	9.82E-06	8.86E-06	7.82E-07	9.82E-06	8.86E-06	4.10E-07	5.55E-07	5.63E-08	3.51E-06	2.26E-07	3.53E-06
6	QRSL1	1.94E-05	5.01E-06	2.38E-06	1.36E-06	1.20E-05	2.25E-06	1.10E-05	9.51E-06	1.13E-06	1.10E-05	9.51E-06	5.26E-07	8.19E-07	1.37E-08	0	0	2.25E-06
6	RAB23	8.51E-06	2.05E-06	1.27E-06	6.96E-07	5.19E-06	1.64E-06	4.90E-06	4.23E-06	5.09E-07	4.90E-06	4.23E-06	2.23E-07	4.61E-07	1.23E-08	0	0	1.64E-06
6	RAB32	1.14E-05	3.43E-06	9.69E-07	4.88E-07	7.01E-06	2.65E-06	5.87E-06	5.01E-06	8.70E-07	5.87E-06	5.01E-06	8.35E-08	3.85E-07	1.98E-08	0	0	2.65E-06
6	RAB44	4.64E-05	1.36E-05	3.47E-06	1.84E-06	2.93E-05	9.52E-07	1.58E-05	1.00E-05	4.73E-07	1.58E-05	1.00E-05	5.13E-07	1.31E-06	1.99E-08	0	0	9.52E-07
6	RAET1E	1.06E-05	2.70E-06	1.32E-06	6.85E-07	6.60E-06	0	1.61E-06	5.48E-07	0	1.61E-06	5.48E-07	1.20E-07	5.10E-07	5.49E-08	0	0	0
6	RAET1G	1.51E-05	4.58E-06	9.69E-07	5.34E-07	9.52E-06	0	2.20E-06	4.28E-07	0	2.20E-06	4.28E-07	1.67E-07	3.48E-07	1.90E-08	0	0	0
6	RAET1L	9.85E-06	2.69E-06	8.88E-07	4.74E-07	6.27E-06	0	1.61E-06	3.02E-07	0	1.61E-06	3.02E-07	1.26E-07	3.31E-07	1.68E-08	9.84E-07	0	9.84E-07
6	RANBP9	3.99E-05	1.27E-05	3.70E-06	1.95E-06	2.35E-05	4.82E-06	2.11E-05	1.70E-05	2.71E-06	2.11E-05	1.70E-05	5.35E-07	1.40E-06	1.74E-08	3.68E-06	1.56E-06	6.94E-06
6	RARS2	2.34E-05	5.57E-06	3.06E-06	1.84E-06	1.47E-05	4.37E-06	1.33E-05	1.17E-05	2.36E-06	1.33E-05	1.18E-05	8.34E-07	9.74E-07	3.49E-08	0	0	4.37E-06
6	RBM24	1.44E-05	4.80E-06	9.42E-07	5.04E-07	8.67E-06	1.45E-06	8.48E-06	7.74E-06	1.20E-06	8.48E-06	7.74E-06	1.29E-07	3.50E-07	2.51E-08	2.32E-07	1.31E-07	1.55E-06
6	RCAN2	1.21E-05	3.40E-06	9.34E-07	5.16E-07	7.79E-06	1.05E-06	7.45E-06	6.19E-06	8.01E-07	7.45E-06	6.19E-06	1.66E-07	3.34E-07	1.69E-08	4.78E-07	1.96E-07	1.33E-06
6	REPS1	3.26E-05	8.73E-06	3.38E-06	1.95E-06	2.05E-05	1.88E-07	2.00E-05	1.85E-05	2.92E-06	2.00E-05	1.85E-05	7.87E-07	1.14E-06	1.80E-08	0	0	1.88E-07
6	REV3L	0.000111044	2.64E-05	1.30E-05	6.51E-06	7.16E-05	1.07E-06	6.32E-05	5.17E-05	4.05E-06	6.32E-05	5.17E-05	1.31E-06	5.19E-06	1.21E-08	9.80E-07	1.63E-07	1.89E-06
6	RFPL4B	1.13E-05	3.07E-06	8.59E-07	4.04E-07	7.36E-06	3.81E-07	2.04E-06	1.11E-06	0	2.04E-06	1.12E-06	1.69E-08	3.64E-07	2.34E-08	0	0	3.81E-07
6	RFX6	3.80E-05	1.06E-05	4.20E-06	2.34E-06	2.33E-05	2.27E-06	1.97E-05	1.67E-05	1.66E-06	1.97E-05	1.67E-05	8.47E-07	1.48E-06	1.22E-08	0	0	2.27E-06
6	RGL2	3.99E-05	1.02E-05	3.92E-06	2.14E-06	2.58E-05	3.22E-07	2.39E-05	2.03E-05	1.10E-06	2.39E-05	2.03E-05	6.88E-07	1.43E-06	1.68E-08	0	0	3.22E-07
6	RGS17	7.19E-06	1.60E-06	1.21E-06	6.24E-07	4.37E-06	2.18E-07	4.24E-06	3.54E-06	3.92E-07	4.24E-06	3.54E-06	1.44E-07	4.68E-07	1.22E-08	0	0	2.18E-07
6	RHAG	1.58E-05	4.31E-06	1.69E-06	1.09E-06	9.80E-06	4.90E-07	7.07E-06	5.93E-06	4.69E-07	7.08E-06	5.95E-06	5.95E-07	4.77E-07	1.91E-08	0	0	4.90E-07
6	RIMS1	9.11E-05	2.36E-05	1.15E-05	6.11E-06	5.60E-05	3.92E-06	5.23E-05	4.69E-05	5.53E-06	5.23E-05	4.69E-05	1.74E-06	4.30E-06	5.90E-08	9.56E-07	4.08E-07	4.47E-06
6	RING1	2.24E-05	6.42E-06	1.69E-06	8.91E-07	1.43E-05	4.54E-06	1.34E-05	1.18E-05	5.21E-07	1.34E-05	1.19E-05	2.30E-07	6.40E-07	2.04E-08	4.26E-06	1.98E-06	6.81E-06
