Chr	gene	all	syn	lof	lof_SNV	mis	Mis_MetaSVM	Mis_CADD15	Mis_CADD20	Mis_CADD30	Mis_MetaSVM_or_CADD15	Mis_MetaSVM_or_CADD20	Mis_MetaSVM_or_CADD30	SpliceSite	StopGain	StopLoss
3	TRMT10C	1.44E-05	3.30E-06	1.69E-06	7.68E-07	9.46E-06	5.22E-08	5.26E-06	4.63E-06	3.04E-07	5.26E-06	4.63E-06	3.56E-07	2.03E-08	7.34E-07	1.33E-08
3	PCNP	9.07E-06	2.32E-06	1.24E-06	6.81E-07	5.51E-06	2.72E-07	4.47E-06	3.83E-06	1.96E-07	4.47E-06	3.83E-06	3.65E-07	2.05E-07	4.44E-07	3.18E-08
3	ZBTB11	4.97E-05	1.19E-05	6.43E-06	3.12E-06	3.13E-05	2.21E-06	2.61E-05	2.43E-05	8.33E-06	2.61E-05	2.43E-05	1.00E-05	4.48E-07	2.65E-06	2.56E-08
3	ZBTB11-AS1	2.65E-08	0	2.65E-08	2.65E-08	0	0	0	0	0	0	0	0	2.65E-08	0	0
3	RPL24	8.81E-06	2.27E-06	1.38E-06	7.46E-07	5.16E-06	1.33E-06	5.04E-06	4.84E-06	1.09E-06	5.04E-06	4.84E-06	1.68E-06	2.26E-07	5.06E-07	1.38E-08
3	CEP97	3.52E-05	9.01E-06	3.94E-06	2.01E-06	2.22E-05	1.14E-06	1.55E-05	1.30E-05	2.65E-06	1.55E-05	1.30E-05	3.46E-06	4.51E-07	1.54E-06	2.08E-08
3	NXPE3	2.42E-05	6.07E-06	2.04E-06	1.02E-06	1.61E-05	1.39E-07	1.28E-05	1.12E-05	1.91E-06	1.28E-05	1.12E-05	2.00E-06	1.85E-07	8.17E-07	1.97E-08
3	NFKBIZ	3.74E-05	1.15E-05	2.96E-06	1.67E-06	2.29E-05	1.04E-06	1.76E-05	1.56E-05	2.46E-06	1.76E-05	1.56E-05	3.11E-06	6.25E-07	1.03E-06	1.92E-08
3	ZPLD1	1.92E-05	5.28E-06	2.15E-06	1.38E-06	1.18E-05	4.64E-06	9.60E-06	8.15E-06	1.23E-06	9.61E-06	8.28E-06	4.80E-06	7.41E-07	6.16E-07	2.12E-08
3	ALCAM	2.43E-05	6.83E-06	2.43E-06	1.44E-06	1.51E-05	8.38E-07	1.24E-05	1.04E-05	1.00E-06	1.24E-05	1.04E-05	1.70E-06	5.98E-07	7.89E-07	5.46E-08
3	CBLB	4.67E-05	1.14E-05	5.55E-06	2.99E-06	2.98E-05	1.71E-05	2.53E-05	2.21E-05	6.39E-06	2.56E-05	2.30E-05	1.77E-05	9.11E-07	2.05E-06	2.60E-08
3	CCDC54	1.17E-05	2.87E-06	1.07E-06	4.92E-07	7.76E-06	6.67E-08	3.13E-06	2.35E-06	5.37E-09	3.13E-06	2.35E-06	7.21E-08	0	4.64E-07	2.76E-08
3	BBX	4.12E-05	6.60E-06	6.06E-06	3.08E-06	2.86E-05	1.98E-05	2.08E-05	1.87E-05	4.38E-06	2.63E-05	2.55E-05	2.08E-05	6.53E-07	2.39E-06	3.81E-08
3	CD47	1.42E-05	4.21E-06	1.26E-06	8.37E-07	8.73E-06	1.99E-08	6.61E-06	6.04E-06	5.56E-07	6.61E-06	6.04E-06	5.60E-07	4.56E-07	3.42E-07	3.91E-08
3	IFT57	2.07E-05	5.67E-06	1.99E-06	1.14E-06	1.30E-05	2.44E-06	1.10E-05	9.52E-06	2.07E-06	1.10E-05	9.52E-06	3.26E-06	4.50E-07	6.80E-07	1.33E-08
3	HHLA2	1.87E-05	4.94E-06	1.81E-06	1.03E-06	1.19E-05	2.30E-07	3.96E-06	3.06E-06	8.18E-09	3.96E-06	3.06E-06	2.31E-07	3.81E-07	6.24E-07	2.60E-08
3	MYH15	7.71E-05	1.89E-05	9.44E-06	5.30E-06	4.87E-05	2.14E-05	3.64E-05	3.09E-05	1.25E-06	3.72E-05	3.27E-05	2.15E-05	1.96E-06	3.31E-06	2.60E-08
3	CIP2A	3.45E-05	8.71E-06	3.81E-06	2.21E-06	2.20E-05	1.90E-07	1.78E-05	1.51E-05	3.29E-06	1.78E-05	1.51E-05	3.44E-06	9.04E-07	1.28E-06	2.76E-08
3	DZIP3	4.55E-05	1.09E-05	5.64E-06	3.42E-06	2.89E-05	1.97E-06	2.43E-05	2.12E-05	2.20E-06	2.43E-05	2.12E-05	3.34E-06	1.61E-06	1.78E-06	2.18E-08
3	RETNLB	5.17E-06	1.65E-06	3.75E-07	2.30E-07	3.14E-06	5.02E-08	1.62E-06	1.27E-06	4.46E-08	1.62E-06	1.27E-06	7.74E-08	9.19E-08	1.16E-07	2.12E-08
3	TRAT1	7.95E-06	1.81E-06	1.22E-06	6.79E-07	4.92E-06	4.36E-08	2.97E-06	2.51E-06	2.59E-07	2.97E-06	2.51E-06	3.03E-07	2.25E-07	4.34E-07	1.97E-08
3	GUCA1C	8.23E-06	1.86E-06	1.01E-06	5.41E-07	5.36E-06	8.45E-07	2.95E-06	2.36E-06	4.57E-08	2.98E-06	2.40E-06	8.57E-07	1.34E-07	3.73E-07	3.46E-08
3	MORC1	3.83E-05	9.95E-06	4.53E-06	2.77E-06	2.39E-05	3.11E-06	1.47E-05	1.26E-05	1.74E-06	1.47E-05	1.26E-05	4.10E-06	1.35E-06	1.41E-06	1.29E-08
3	C3orf85	3.68E-06	8.81E-07	3.94E-07	2.41E-07	2.40E-06	0	0	0	0	0	0	0	1.03E-07	1.23E-07	1.41E-08
3	DPPA2	1.30E-05	3.23E-06	1.33E-06	7.78E-07	8.39E-06	2.44E-07	4.44E-06	3.39E-06	5.84E-08	4.44E-06	3.40E-06	3.02E-07	3.13E-07	4.44E-07	2.08E-08
3	DPPA4	1.23E-05	2.65E-06	1.50E-06	8.44E-07	8.10E-06	8.17E-08	4.09E-06	3.49E-06	2.29E-07	4.09E-06	3.49E-06	2.90E-07	2.77E-07	5.24E-07	4.27E-08
3	NECTIN3	3.32E-05	8.67E-06	3.93E-06	2.07E-06	2.06E-05	1.56E-06	1.52E-05	1.30E-05	9.41E-07	1.52E-05	1.30E-05	2.32E-06	5.25E-07	1.49E-06	6.32E-08
3	CD96	2.33E-05	6.09E-06	2.52E-06	1.55E-06	1.47E-05	4.69E-07	7.60E-06	6.32E-06	3.06E-07	7.60E-06	6.32E-06	6.15E-07	7.31E-07	7.78E-07	4.11E-08
3	ZBED2	9.65E-06	2.21E-06	7.70E-07	3.50E-07	6.67E-06	0	4.32E-06	3.70E-06	1.19E-07	4.32E-06	3.70E-06	1.19E-07	0	3.36E-07	1.33E-08
3	PLCXD2	1.48E-05	3.92E-06	1.36E-06	7.30E-07	9.54E-06	1.29E-06	7.21E-06	6.50E-06	8.82E-07	7.21E-06	6.50E-06	1.61E-06	1.84E-07	5.06E-07	4.02E-08
3	PHLDB2	5.52E-05	1.32E-05	6.08E-06	3.20E-06	3.59E-05	3.62E-06	2.71E-05	2.40E-05	7.88E-06	2.71E-05	2.40E-05	9.47E-06	8.69E-07	2.30E-06	3.11E-08
3	ABHD10	1.58E-05	3.96E-06	2.03E-06	1.05E-06	9.82E-06	1.04E-06	6.76E-06	6.07E-06	1.12E-06	6.76E-06	6.07E-06	1.73E-06	2.23E-07	7.89E-07	3.45E-08
3	TAGLN3	1.09E-05	3.26E-06	1.09E-06	5.82E-07	6.58E-06	2.71E-06	6.29E-06	5.67E-06	1.71E-06	6.32E-06	5.84E-06	3.31E-06	1.58E-07	4.03E-07	2.07E-08
3	TMPRSS7	3.22E-05	8.04E-06	3.73E-06	2.09E-06	2.04E-05	5.80E-06	1.65E-05	1.47E-05	2.82E-06	1.66E-05	1.48E-05	6.86E-06	7.66E-07	1.31E-06	1.49E-08
3	C3orf52	1.49E-05	4.34E-06	1.24E-06	7.03E-07	9.36E-06	0	4.04E-06	2.87E-06	2.68E-08	4.04E-06	2.87E-06	2.68E-08	2.30E-07	4.31E-07	4.29E-08
3	GCSAM	7.28E-06	1.64E-06	9.92E-07	5.81E-07	4.65E-06	0	2.21E-06	1.46E-06	1.93E-08	2.21E-06	1.46E-06	1.93E-08	2.25E-07	3.29E-07	2.70E-08
3	SLC9C1	4.32E-05	1.04E-05	4.50E-06	2.68E-06	2.84E-05	5.39E-06	1.59E-05	1.36E-05	7.48E-07	1.69E-05	1.48E-05	5.74E-06	1.21E-06	1.46E-06	1.46E-08
3	CD200	1.29E-05	3.05E-06	1.33E-06	7.50E-07	8.56E-06	1.51E-07	4.91E-06	4.14E-06	4.83E-07	4.91E-06	4.14E-06	6.17E-07	2.52E-07	4.64E-07	3.41E-08
3	BTLA	1.05E-05	2.61E-06	1.24E-06	6.60E-07	6.65E-06	4.97E-08	3.02E-06	2.37E-06	8.24E-08	3.02E-06	2.37E-06	1.22E-07	1.83E-07	4.64E-07	1.29E-08
3	ATG3	1.35E-05	3.43E-06	1.72E-06	1.05E-06	8.39E-06	2.50E-06	7.33E-06	6.44E-06	1.27E-06	7.33E-06	6.44E-06	2.79E-06	4.75E-07	5.41E-07	3.06E-08
3	SLC35A5	1.60E-05	3.24E-06	1.61E-06	8.77E-07	1.11E-05	5.82E-07	7.38E-06	6.45E-06	1.16E-06	7.38E-06	6.46E-06	1.63E-06	2.37E-07	5.89E-07	5.09E-08
3	CCDC80	4.65E-05	1.24E-05	3.66E-06	1.80E-06	3.04E-05	9.01E-07	2.26E-05	2.05E-05	5.93E-06	2.26E-05	2.05E-05	6.17E-06	2.91E-07	1.49E-06	1.84E-08
3	CD200R1L-AS1	4.40E-08	0	4.40E-08	4.40E-08	0	0	0	0	0	0	0	0	4.40E-08	0	0
3	CD200R1L	1.09E-05	2.99E-06	9.49E-07	5.79E-07	6.99E-06	3.84E-07	2.91E-06	2.45E-06	4.20E-08	2.91E-06	2.46E-06	3.90E-07	2.71E-07	2.96E-07	1.25E-08
3	CD200R1	1.49E-05	4.23E-06	1.32E-06	7.76E-07	9.39E-06	5.96E-07	4.78E-06	4.15E-06	7.95E-08	4.78E-06	4.15E-06	6.30E-07	2.97E-07	4.36E-07	4.18E-08
3	GTPBP8	1.57E-05	4.50E-06	1.23E-06	6.78E-07	9.94E-06	9.95E-07	6.42E-06	5.47E-06	8.41E-07	6.42E-06	5.48E-06	1.51E-06	2.22E-07	4.42E-07	1.38E-08
3	NEPRO	2.30E-05	5.45E-06	2.25E-06	1.23E-06	1.53E-05	7.22E-08	9.05E-06	7.64E-06	1.42E-06	9.05E-06	7.64E-06	1.49E-06	3.87E-07	8.19E-07	2.07E-08
3	BOC	6.68E-05	1.96E-05	4.71E-06	2.67E-06	4.25E-05	3.81E-06	3.18E-05	2.82E-05	7.89E-06	3.18E-05	2.83E-05	1.04E-05	9.95E-07	1.63E-06	3.83E-08
3	CFAP44	7.48E-05	1.72E-05	1.04E-05	5.48E-06	4.72E-05	1.28E-06	3.18E-05	2.75E-05	3.74E-06	3.18E-05	2.75E-05	4.58E-06	1.49E-06	3.95E-06	3.71E-08
3	CFAP44-AS1	5.83E-08	7.99E-09	3.97E-08	3.97E-08	1.06E-08	0	0	0	0	0	0	0	3.97E-08	0	0
3	SPICE1	3.79E-05	9.10E-06	4.22E-06	2.31E-06	2.45E-05	8.76E-07	1.67E-05	1.44E-05	2.49E-06	1.67E-05	1.44E-05	2.75E-06	7.69E-07	1.52E-06	1.98E-08
3	SIDT1	4.57E-05	1.28E-05	3.77E-06	2.35E-06	2.91E-05	2.02E-07	2.28E-05	2.06E-05	5.45E-06	2.28E-05	2.06E-05	5.46E-06	1.19E-06	1.14E-06	1.82E-08
3	USF3	8.24E-05	2.07E-05	7.57E-06	3.48E-06	5.41E-05	1.92E-06	3.42E-05	2.98E-05	2.16E-06	3.42E-05	2.99E-05	3.54E-06	2.02E-07	3.27E-06	1.33E-08
3	NAA50	6.68E-06	1.76E-06	7.83E-07	4.61E-07	4.14E-06	3.65E-07	3.67E-06	3.29E-06	6.01E-07	3.67E-06	3.29E-06	8.31E-07	1.85E-07	2.58E-07	1.83E-08
3	ATP6V1A	2.68E-05	6.08E-06	3.03E-06	1.83E-06	1.77E-05	1.16E-05	1.68E-05	1.54E-05	5.40E-06	1.68E-05	1.55E-05	1.17E-05	8.51E-07	9.61E-07	2.07E-08
3	GRAMD1C	2.73E-05	6.29E-06	4.42E-06	2.42E-06	1.66E-05	1.43E-06	1.22E-05	1.01E-05	1.55E-06	1.22E-05	1.01E-05	2.63E-06	7.88E-07	1.61E-06	2.06E-08
3	ZDHHC23	2.11E-05	5.45E-06	2.21E-06	1.12E-06	1.35E-05	8.15E-07	9.11E-06	8.08E-06	2.77E-06	9.11E-06	8.08E-06	3.09E-06	1.92E-07	8.67E-07	6.49E-08
3	CCDC191	4.11E-05	9.55E-06	5.33E-06	2.78E-06	2.63E-05	6.21E-07	1.51E-05	1.29E-05	2.14E-06	1.51E-05	1.29E-05	2.45E-06	7.25E-07	2.03E-06	2.56E-08
3	QTRT2	1.89E-05	4.91E-06	2.27E-06	1.31E-06	1.17E-05	2.46E-06	9.21E-06	7.77E-06	2.61E-06	9.21E-06	7.77E-06	3.33E-06	5.34E-07	7.64E-07	1.70E-08
3	DRD3	1.93E-05	5.20E-06	1.49E-06	8.11E-07	1.26E-05	2.47E-06	1.07E-05	9.79E-06	3.47E-06	1.07E-05	9.79E-06	4.65E-06	2.46E-07	5.47E-07	1.84E-08
3	ZNF80	1.30E-05	3.12E-06	1.50E-06	6.76E-07	8.41E-06	4.02E-07	3.72E-06	3.11E-06	0	3.73E-06	3.16E-06	4.02E-07	0	6.59E-07	1.69E-08
3	TIGIT	1.20E-05	3.70E-06	9.95E-07	5.29E-07	7.28E-06	3.94E-07	2.98E-06	2.51E-06	1.55E-08	2.98E-06	2.51E-06	4.10E-07	1.36E-07	3.73E-07	1.92E-08
3	ZBTB20	4.94E-05	1.63E-05	2.34E-06	1.13E-06	3.07E-05	2.23E-06	2.71E-05	2.49E-05	3.03E-06	2.71E-05	2.50E-05	4.53E-06	1.37E-07	9.72E-07	1.98E-08
3	ZBTB20-AS1	2.02E-08	0	2.02E-08	2.02E-08	0	0	0	0	0	0	0	0	2.02E-08	0	0
3	GAP43	1.23E-05	3.69E-06	9.49E-07	5.07E-07	7.69E-06	2.77E-07	6.02E-06	5.20E-06	1.25E-06	6.02E-06	5.20E-06	1.29E-06	1.35E-07	3.54E-07	1.82E-08
3	LSAMP	1.85E-05	5.02E-06	1.94E-06	1.07E-06	1.16E-05	2.58E-06	1.10E-05	1.01E-05	2.71E-06	1.10E-05	1.01E-05	3.90E-06	3.61E-07	6.98E-07	1.33E-08
3	IGSF11	2.16E-05	5.70E-06	2.43E-06	1.36E-06	1.35E-05	3.90E-06	9.83E-06	8.64E-06	1.55E-06	9.85E-06	8.72E-06	4.36E-06	4.82E-07	8.52E-07	2.60E-08
3	TEX55	2.20E-05	5.99E-06	2.07E-06	9.87E-07	1.40E-05	2.64E-07	4.27E-06	2.42E-06	1.12E-07	4.27E-06	2.42E-06	3.17E-07	9.03E-08	8.69E-07	2.76E-08
3	UPK1B	1.14E-05	2.98E-06	1.28E-06	7.46E-07	7.16E-06	2.78E-06	6.17E-06	5.38E-06	8.04E-07	6.19E-06	5.45E-06	2.98E-06	3.02E-07	4.31E-07	1.30E-08
3	B4GALT4	1.53E-05	3.94E-06	1.80E-06	9.40E-07	9.58E-06	1.87E-06	7.24E-06	6.44E-06	2.34E-06	7.24E-06	6.44E-06	2.95E-06	2.25E-07	6.87E-07	2.84E-08
3	ARHGAP31	6.50E-05	1.86E-05	5.62E-06	2.79E-06	4.08E-05	4.98E-07	2.71E-05	2.46E-05	6.31E-06	2.71E-05	2.46E-05	6.50E-06	5.01E-07	2.26E-06	2.90E-08
3	TMEM39A	2.06E-05	5.17E-06	2.07E-06	1.17E-06	1.34E-05	5.79E-07	1.15E-05	1.02E-05	2.02E-06	1.15E-05	1.02E-05	2.38E-06	4.39E-07	7.18E-07	1.35E-08
3	POGLUT1	1.75E-05	3.85E-06	2.90E-06	1.55E-06	1.07E-05	3.89E-07	8.39E-06	7.19E-06	1.67E-06	8.39E-06	7.19E-06	1.90E-06	4.44E-07	1.08E-06	2.70E-08
3	TIMMDC1	1.47E-05	3.49E-06	1.96E-06	1.03E-06	9.25E-06	4.74E-07	6.48E-06	5.83E-06	1.16E-06	6.48E-06	5.83E-06	1.32E-06	2.69E-07	7.42E-07	1.82E-08
3	CD80	1.20E-05	3.18E-06	8.99E-07	5.22E-07	7.94E-06	6.86E-07	3.69E-06	3.03E-06	6.36E-08	3.69E-06	3.04E-06	7.06E-07	2.00E-07	3.01E-07	2.08E-08
3	ADPRH	1.57E-05	4.47E-06	1.35E-06	6.72E-07	9.93E-06	4.68E-07	7.71E-06	6.76E-06	1.43E-06	7.71E-06	6.76E-06	1.67E-06	1.11E-07	5.42E-07	1.91E-08
3	PLA1A	2.13E-05	5.99E-06	1.79E-06	1.07E-06	1.35E-05	6.93E-06	8.23E-06	7.27E-06	1.05E-06	8.48E-06	7.89E-06	6.93E-06	4.75E-07	5.75E-07	2.17E-08
3	POPDC2	1.77E-05	4.77E-06	1.55E-06	8.18E-07	1.14E-05	1.65E-09	7.96E-06	6.50E-06	1.91E-06	7.96E-06	6.50E-06	1.91E-06	1.81E-07	5.83E-07	5.33E-08
3	COX17	3.92E-06	1.34E-06	2.48E-07	1.65E-07	2.34E-06	0	2.17E-06	2.05E-06	9.47E-07	2.17E-06	2.05E-06	9.47E-07	7.27E-08	6.65E-08	2.55E-08
3	CFAP91	3.79E-05	9.15E-06	3.77E-06	2.16E-06	2.50E-05	4.26E-07	1.71E-05	1.46E-05	4.96E-06	1.71E-05	1.46E-05	5.13E-06	8.63E-07	1.29E-06	1.35E-08
3	NR1I2	2.48E-05	6.60E-06	1.61E-06	9.28E-07	1.66E-05	1.05E-05	1.17E-05	1.04E-05	2.95E-06	1.22E-05	1.14E-05	1.05E-05	3.67E-07	5.43E-07	1.84E-08
3	GSK3B	2.07E-05	4.94E-06	3.21E-06	1.71E-06	1.26E-05	1.42E-06	1.18E-05	1.10E-05	3.46E-06	1.18E-05	1.10E-05	3.97E-06	5.01E-07	1.19E-06	1.83E-08
3	GPR156	3.38E-05	9.01E-06	2.72E-06	1.42E-06	2.21E-05	3.80E-06	1.27E-05	1.07E-05	1.92E-06	1.27E-05	1.08E-05	4.76E-06	3.59E-07	1.04E-06	1.92E-08
3	LRRC58	2.34E-05	7.05E-06	1.55E-06	7.76E-07	1.48E-05	5.09E-07	1.32E-05	1.19E-05	2.50E-06	1.32E-05	1.19E-05	2.89E-06	1.37E-07	6.22E-07	1.69E-08
3	FSTL1	1.57E-05	4.20E-06	1.67E-06	9.89E-07	9.78E-06	6.93E-07	9.31E-06	8.60E-06	2.46E-06	9.31E-06	8.60E-06	2.69E-06	4.29E-07	5.46E-07	1.39E-08
3	NDUFB4	8.44E-06	2.21E-06	1.22E-06	6.67E-07	5.01E-06	4.37E-07	4.16E-06	3.77E-06	4.42E-07	4.16E-06	3.77E-06	6.92E-07	1.88E-07	4.44E-07	3.58E-08
3	HGD	1.86E-05	4.74E-06	2.05E-06	1.25E-06	1.18E-05	1.09E-05	1.03E-05	9.32E-06	3.08E-06	1.16E-05	1.15E-05	1.10E-05	5.90E-07	6.43E-07	1.69E-08
3	RABL3	1.01E-05	2.64E-06	8.91E-07	5.82E-07	6.62E-06	2.29E-06	6.08E-06	5.64E-06	1.89E-06	6.08E-06	5.64E-06	2.92E-06	3.17E-07	2.47E-07	1.83E-08
3	GTF2E1	2.03E-05	4.82E-06	1.85E-06	9.23E-07	1.36E-05	7.24E-07	1.18E-05	1.05E-05	2.38E-06	1.18E-05	1.05E-05	2.79E-06	1.60E-07	7.44E-07	1.93E-08
3	STXBP5L	5.01E-05	1.15E-05	6.55E-06	3.58E-06	3.20E-05	3.21E-06	2.89E-05	2.64E-05	5.77E-06	2.89E-05	2.65E-05	7.83E-06	1.19E-06	2.37E-06	2.12E-08
3	POLQ	0.000101761	2.41E-05	1.17E-05	6.03E-06	6.60E-05	1.08E-05	4.26E-05	3.83E-05	1.08E-05	4.27E-05	3.86E-05	1.69E-05	1.44E-06	4.57E-06	1.56E-08
3	ARGFX	1.08E-05	2.54E-06	1.41E-06	6.99E-07	6.82E-06	1.40E-06	2.72E-06	2.19E-06	3.68E-09	2.86E-06	2.40E-06	1.40E-06	1.07E-07	5.71E-07	2.12E-08
3	FBXO40	3.01E-05	7.88E-06	2.80E-06	1.31E-06	1.94E-05	5.64E-07	1.10E-05	9.36E-06	5.15E-07	1.10E-05	9.36E-06	9.88E-07	1.10E-07	1.19E-06	1.39E-08
3	HCLS1	2.47E-05	6.85E-06	3.00E-06	1.66E-06	1.48E-05	3.81E-07	1.21E-05	1.10E-05	2.45E-06	1.21E-05	1.10E-05	2.60E-06	5.67E-07	1.07E-06	2.20E-08
3	GOLGB1	0.000115222	2.82E-05	1.44E-05	7.02E-06	7.26E-05	1.46E-07	4.35E-05	3.80E-05	3.77E-06	4.35E-05	3.80E-05	3.91E-06	1.07E-06	5.92E-06	2.76E-08
3	IQCB1	2.33E-05	5.11E-06	4.24E-06	2.22E-06	1.40E-05	1.34E-06	1.03E-05	8.54E-06	6.31E-07	1.03E-05	8.57E-06	1.73E-06	5.80E-07	1.62E-06	2.02E-08
3	EAF2	1.11E-05	2.63E-06	1.05E-06	6.00E-07	7.43E-06	2.22E-07	5.71E-06	5.20E-06	1.32E-06	5.71E-06	5.20E-06	1.44E-06	2.19E-07	3.63E-07	1.82E-08
3	SLC15A2	2.93E-05	7.27E-06	3.49E-06	2.23E-06	1.85E-05	1.76E-06	1.35E-05	1.16E-05	2.63E-06	1.35E-05	1.16E-05	3.62E-06	1.19E-06	1.01E-06	2.18E-08
3	ILDR1	2.97E-05	7.48E-06	2.87E-06	1.60E-06	1.93E-05	3.10E-06	1.38E-05	1.25E-05	3.22E-06	1.38E-05	1.26E-05	5.80E-06	5.61E-07	1.02E-06	2.02E-08
3	CD86	1.35E-05	3.44E-06	1.12E-06	6.72E-07	8.96E-06	4.80E-07	3.89E-06	3.27E-06	3.45E-07	3.89E-06	3.27E-06	6.23E-07	2.98E-07	3.61E-07	1.33E-08
3	CASR	5.62E-05	1.63E-05	4.46E-06	2.12E-06	3.54E-05	2.29E-05	2.80E-05	2.55E-05	3.47E-06	2.85E-05	2.67E-05	2.29E-05	2.29E-07	1.87E-06	2.02E-08
3	CSTA	4.56E-06	1.29E-06	7.02E-07	3.73E-07	2.57E-06	4.27E-07	1.52E-06	1.33E-06	3.02E-08	1.52E-06	1.33E-06	4.46E-07	9.16E-08	2.63E-07	1.92E-08
3	CCDC58	7.16E-06	1.90E-06	1.06E-06	5.98E-07	4.20E-06	4.83E-07	3.89E-06	3.36E-06	4.73E-07	3.89E-06	3.36E-06	8.15E-07	2.09E-07	3.69E-07	2.01E-08
3	FAM162A	7.22E-06	1.67E-06	9.92E-07	6.89E-07	4.55E-06	6.34E-08	3.55E-06	3.11E-06	3.55E-07	3.55E-06	3.11E-06	3.99E-07	4.26E-07	2.42E-07	2.08E-08
3	WDR5B	1.28E-05	3.76E-06	9.36E-07	4.24E-07	8.12E-06	1.71E-06	5.74E-06	4.77E-06	1.76E-07	5.74E-06	4.79E-06	1.79E-06	0	4.10E-07	1.39E-08
3	KPNA1	2.16E-05	5.16E-06	3.00E-06	1.65E-06	1.34E-05	4.85E-06	1.23E-05	1.11E-05	3.01E-06	1.23E-05	1.11E-05	5.61E-06	5.58E-07	1.08E-06	1.69E-08
3	PARP9	3.25E-05	8.40E-06	3.06E-06	1.59E-06	2.10E-05	5.37E-07	9.01E-06	7.44E-06	7.63E-07	9.01E-06	7.44E-06	1.02E-06	3.88E-07	1.17E-06	3.45E-08
3	DTX3L	3.03E-05	8.17E-06	2.82E-06	1.36E-06	1.93E-05	1.20E-06	8.86E-06	7.63E-06	9.25E-07	8.86E-06	7.63E-06	1.91E-06	1.78E-07	1.17E-06	1.46E-08
3	PARP15	3.10E-05	8.25E-06	3.01E-06	1.61E-06	1.98E-05	2.41E-07	8.41E-06	7.12E-06	1.64E-07	8.41E-06	7.12E-06	3.52E-07	4.82E-07	1.12E-06	1.33E-08
3	PARP14	7.23E-05	1.99E-05	6.10E-06	3.13E-06	4.63E-05	1.75E-06	2.41E-05	2.09E-05	2.69E-06	2.41E-05	2.09E-05	4.01E-06	7.29E-07	2.38E-06	2.08E-08
3	HSPBAP1	2.11E-05	5.33E-06	2.62E-06	1.36E-06	1.31E-05	6.08E-07	8.25E-06	7.32E-06	1.96E-06	8.25E-06	7.32E-06	2.34E-06	3.21E-07	1.01E-06	2.94E-08
3	SLC49A4	2.55E-05	7.74E-06	1.93E-06	1.07E-06	1.58E-05	1.55E-06	1.35E-05	1.10E-05	2.17E-06	1.35E-05	1.10E-05	3.15E-06	3.64E-07	6.91E-07	1.33E-08
3	SEMA5B	8.22E-05	2.46E-05	5.99E-06	3.24E-06	5.16E-05	4.95E-06	4.55E-05	4.24E-05	1.52E-05	4.55E-05	4.24E-05	1.71E-05	1.02E-06	2.20E-06	2.22E-08
3	PDIA5	2.72E-05	8.03E-06	3.00E-06	1.81E-06	1.61E-05	5.09E-07	1.41E-05	1.26E-05	3.55E-06	1.42E-05	1.26E-05	3.80E-06	8.40E-07	9.50E-07	2.01E-08
3	MIR7110	2.03E-08	0	2.03E-08	2.03E-08	0	0	0	0	0	0	0	0	2.03E-08	0	0
3	SEC22A	1.24E-05	3.01E-06	1.61E-06	8.63E-07	7.76E-06	4.89E-08	6.41E-06	5.56E-06	1.31E-06	6.41E-06	5.56E-06	1.36E-06	2.48E-07	5.94E-07	2.12E-08
3	ADCY5	9.69E-05	3.19E-05	4.94E-06	2.87E-06	6.01E-05	1.79E-05	5.04E-05	4.37E-05	1.39E-05	5.04E-05	4.37E-05	2.11E-05	1.19E-06	1.66E-06	1.92E-08
3	HACD2	1.38E-05	4.14E-06	1.26E-06	7.61E-07	8.37E-06	5.54E-07	7.22E-06	6.16E-06	1.06E-06	7.22E-06	6.16E-06	1.23E-06	3.36E-07	3.97E-07	2.70E-08
3	MYLK-AS1	3.91E-08	5.37E-09	1.95E-08	1.95E-08	1.42E-08	7.79E-09	1.42E-08	1.42E-08	0	1.42E-08	1.42E-08	7.79E-09	1.95E-08	0	0
3	MYLK	9.84E-05	2.91E-05	7.72E-06	4.28E-06	6.16E-05	8.22E-06	4.82E-05	4.28E-05	6.77E-06	4.83E-05	4.31E-05	1.34E-05	1.50E-06	2.76E-06	1.92E-08
3	CCDC14	3.42E-05	8.30E-06	4.23E-06	2.26E-06	2.17E-05	7.04E-08	1.29E-05	1.07E-05	1.37E-06	1.29E-05	1.07E-05	1.43E-06	6.61E-07	1.58E-06	2.55E-08
3	ROPN1	1.13E-05	3.29E-06	8.79E-07	5.08E-07	7.17E-06	4.18E-07	5.50E-06	4.49E-06	2.63E-08	5.51E-06	4.50E-06	4.44E-07	1.95E-07	2.97E-07	1.50E-08
3	KALRN	0.000154761	4.19E-05	1.40E-05	7.87E-06	9.88E-05	9.60E-06	9.07E-05	8.33E-05	2.10E-05	9.07E-05	8.33E-05	2.61E-05	2.88E-06	4.94E-06	5.46E-08
3	UMPS	2.26E-05	6.14E-06	1.79E-06	9.29E-07	1.46E-05	7.02E-06	1.11E-05	9.97E-06	2.05E-06	1.15E-05	1.06E-05	7.07E-06	2.28E-07	6.85E-07	1.70E-08
3	ITGB5	4.35E-05	1.30E-05	3.26E-06	1.81E-06	2.72E-05	1.62E-05	2.34E-05	2.12E-05	6.92E-06	2.39E-05	2.20E-05	1.72E-05	6.35E-07	1.15E-06	2.22E-08
